"13120";"Johannessen";"Ronja";"1943-7-1";"Rolandstredet 203";"";"";""
"13121";"Haugen";"Theodor";"1939-27-2";"Martaumen 107";"";"";""
"13122";"Nysted";"Nanna";"1940-14-12";"Fossåsen 1";"";"";""
"13123";"Helgesen";"Stian";"1948-14-5";"Karl B.Nordbys veg 46";"";"";""
"13124";"Andersen";"Knut";"1940-23-5";"Krohnengssmauet 237";"";"";""
"13125";"Lia";"Edgar";"1996-11-6";"Kværnerveien 107";"";"";""
"13126";"Johannessen";"Ida";"1936-1-10";"Ullern allé 247";"";"";""
"13127";"Holstad";"Miriam";"1978-25-4";"Louis Kvalstads veg 212";"";"";""
"13128";"Madsen";"Lisa";"1981-4-5";"Djupmyra 161";"";"";""
"13129";"Skorpen";"Mika";"1984-21-8";"Balsfjordgata 239";"";"";""
"13130";"Natvig";"Omar";"1950-21-5";"Hovlandveien 225";"";"";""
"13131";"Opsal";"Nora";"1973-19-9";"Heimengveien 69";"";"";""
"13132";"Høyland";"Alba";"1949-3-6";"Dælifaret 174";"";"";""
"13133";"Homme";"Camilla";"1961-22-8";"Øvre Ferstadveg 193";"";"";""
"13134";"Hovda";"Leonard";"1974-11-6";"Granfossbakken 195";"";"";""
"13135";"Nilssen";"Kristine";"1982-14-6";"Jarsengvegen 78";"";"";""
"13136";"Ingvaldsen";"Emil";"1993-15-10";"Blåbergveien 102";"";"";""
"13137";"Bøe";"Filippa";"1958-21-1";"Parkveien 103";"";"";""
"13138";"Solheim";"Helle";"1991-29-1";"Innspurten 51";"";"";""
"13139";"Nyheim";"Aksel";"1994-30-5";"Gravenfossveien 88";"";"";""
"13140";"Hansen";"Khadija";"1954-19-8";"Carl Schjetnans veg 41";"";"";""
"13141";"Gregersen";"Luis";"1970-2-9";"Eikehagen 13";"";"";""
"13142";"Mohamed";"Alette";"1988-25-5";"Stavhellinga 155";"";"";""
"13143";"Vold";"Lilja";"1960-2-7";"Markvegen 186";"";"";""
"13144";"Nesset";"Malin";"1964-21-5";"Spedalen 192";"";"";""
"13145";"Lier";"Varg";"1941-2-6";"Storesåta 133";"";"";""
"13146";"Breivik";"Ingrid";"1977-4-2";"Jerikostien 165";"";"";""
"13147";"Johnson";"Ariana";"1994-27-12";"Bakåsveien 76";"";"";""
"13148";"Johansen";"Linn";"1982-25-1";"Dalsetveien 158";"";"";""
"13149";"Klev";"Håkon";"1954-10-1";"Brochs gate 57";"";"";""
"13150";"Bakken";"Hannah";"1942-2-6";"Agathe Backer Grøndahls vei 202";"";"";""
"13151";"Myrseth";"Wiktor";"1947-31-3";"Kornveien 184";"";"";""
"13152";"Nedregård";"Max";"1939-9-12";"Klokkarlien 147";"";"";""
"13153";"Almaas";"Leah";"1981-23-2";"Kvidbergskåra 194";"";"";""
"13154";"Nilsen";"Melisa";"1973-23-8";"Sagplassvegen 164";"";"";""
"13155";"Dalheim";"Oskar";"1998-17-9";"Leikvingata 150";"";"";""
"13156";"Eliassen";"Sander";"1988-3-8";"Friholmsgaten 73";"";"";""
"13157";"Strømme";"Emilia";"1996-21-4";"Hagtornveien 164";"";"";""
"13158";"Olsen";"Ingebjørg";"1995-29-3";"Timoteiveien 215";"";"";""
"13159";"Nymark";"Aurora";"1974-20-11";"Rådhustunet 246";"";"";""
"13160";"Sporsheim";"Maya";"1965-2-10";"Slangveien 220";"";"";""
"13161";"Thorsen";"Ruth";"1985-31-8";"Tårnvegen 90";"";"";""
"13162";"Søvik";"Martine";"1957-30-9";"Pollux gate 121";"";"";""
"13163";"Dahl";"Aron";"1935-5-8";"Kongens gate 148";"";"";""
"13164";"Hove";"Nicolai";"1986-25-2";"Blåveisstien 213";"";"";""
"13165";"Røv";"Ella";"1942-19-10";"Engveien 125";"";"";""
"13166";"Seldal";"Joakim";"1980-4-10";"Brygga 64";"";"";""
"13167";"Blix";"Ludvig";"1956-17-1";"Leirvika 68";"";"";""
"13168";"Lund";"Lotte";"1957-13-5";"Lille Skjolddal 50";"";"";""
"13169";"Lilleland";"Sara";"1970-12-2";"Fæstergrenden 128";"";"";""
"13170";"Dalen";"Haakon";"1981-30-12";"Lundevegen 243";"";"";""
"13171";"Pettersson";"Vår";"1945-13-6";"Bjertnesveien 7";"";"";""
"13172";"Moen";"Mats";"1974-23-8";"Kampens plass 139";"";"";""
"13173";"Martinsen";"Guro";"1956-26-11";"Bjørnerudveien 170";"";"";""
"13174";"Tvedt";"Alma";"1933-11-10";"Gravarverket 13";"";"";""
"13175";"Borgersen";"Sumaya";"1962-8-10";"Skattørveien 1";"";"";""
"13176";"Narum";"Mika";"1952-26-1";"Bispegata 59";"";"";""
"13177";"Sperre";"Dina";"1963-8-1";"Kvitbergstien 104";"";"";""
"13178";"Havn";"Oskar";"1950-10-11";"Tømmerslepa 91";"";"";""
"13179";"Christensen";"Leon";"1968-28-2";"Vesteråsvegen 157";"";"";""
"13180";"Arnesen";"Pernille";"1981-2-6";"Iduns veg 132";"";"";""
"13181";"Mjøen";"Leon";"1959-23-3";"Furubakken 227";"";"";""
"13182";"Thorvaldsen";"Anna";"1970-31-10";"Slettmyra 21";"";"";""
"13183";"Arntsen";"Olea";"1966-23-9";"Klubbgata 185";"";"";""
"13184";"Olsen";"Bianca";"1959-30-8";"Edvard Griegs gate 129";"";"";""
"13185";"Simonsen";"Tuva";"1988-3-6";"Herkulesgata 248";"";"";""
"13186";"Lien";"Louise";"1995-18-4";"Hønsfaret 131";"";"";""
"13187";"Jakobsen";"Lotte";"1969-22-9";"Ole Vigs gate 2";"";"";""
"13188";"Johnson";"Simen";"1982-11-10";"Lupinveien 232";"";"";""
"13189";"Huynh";"Mia";"1997-8-3";"Kjærlighetsstien 158";"";"";""
"13190";"Hansen";"Iver";"1973-3-12";"Bråtenlia 89";"";"";""
"13191";"Hansen";"Rasmus";"1991-8-9";"Sandmo 145";"";"";""
"13192";"Mohammad";"Sandra";"1975-19-6";"Gramstadleitet 163";"";"";""
"13193";"Holter";"Sondre";"1969-4-6";"Midtre Hamravei 169";"";"";""
"13194";"Hansen";"Leander";"1993-6-8";"Knud Baades gate 121";"";"";""
"13195";"Johansen";"William";"1987-2-4";"Postmyra 43";"";"";""
"13196";"Stang";"Eline";"1942-30-10";"Øyvind Sørensens gate 176";"";"";""
"13197";"Hagen";"Kristoffer";"1974-30-11";"Storåsveien 250";"";"";""
"13198";"Guttorm";"Helle";"1968-23-6";"Haralds gate 102";"";"";""
"13199";"Simonsen";"Nikolai";"1939-9-11";"Jernbaneveien 202";"";"";""
"13200";"Berntsen";"Emma";"1933-26-7";"Grimevegen 159";"";"";""
"13201";"Holten";"Eleah";"1984-7-5";"Langekra 44";"";"";""
"13202";"Johansson";"Jonah";"1943-22-7";"Sørenga 47";"";"";""
"13203";"Svensen";"Nora";"1953-18-3";"Slottsgaten 48";"";"";""
"13204";"Kristiansen";"Anders";"1985-9-8";"Raveien 170";"";"";""
"13205";"Fosse";"Iris";"1973-1-4";"Møllebekkveien 242";"";"";""
"13206";"Paulsen";"Thea";"1998-29-9";"Bustien 113";"";"";""
"13207";"Bråthen";"Selina";"1933-21-8";"Tua 137";"";"";""
"13208";"Løland";"Emilie";"1936-29-1";"Steinsnesveien 75";"";"";""
"13209";"Hagen";"Alexander";"1938-13-12";"Kleivaneset 236";"";"";""
"13210";"Jacobsen";"Marius";"1966-27-2";"Bjørkebo 27";"";"";""
"13211";"Olsen";"Sunniva";"1934-11-12";"Storgata 102";"";"";""
"13212";"Mellem";"Lars";"1937-14-11";"Bjarnebakkjen 112";"";"";""
"13213";"Mathiesen";"Jonatan";"1957-17-8";"Våkleivbrotet 117";"";"";""
"13214";"Breivik";"Signe";"1957-19-5";"Tormods gate 127";"";"";""
"13215";"Fonnes";"Nicklas";"1973-6-7";"Hammersenggutua 242";"";"";""
"13216";"Hamre";"Linnea";"1938-23-8";"Hosletoppen 135";"";"";""
"13217";"Hansen";"Ella";"1954-13-9";"Sandvikslia 154";"";"";""
"13218";"Solvang";"Mikkel";"1939-22-2";"Sørlia 1";"";"";""
"13219";"Amundsen";"Ole";"1948-4-10";"Lerkeskogen 166";"";"";""
"13220";"Huse";"Aurora";"1993-26-11";"Frydenlundsveien 171";"";"";""
"13221";"Halvorsen";"Kristina";"1960-3-10";"Barlindveien 243";"";"";""
"13222";"Breivik";"Maria";"1981-16-7";"Vatvedts vei 56";"";"";""
"13223";"Enes";"Vilde";"1994-22-4";"Torpebråten 166";"";"";""
"13224";"Sætre";"Noah";"1989-14-10";"Djupdalsveien 130";"";"";""
"13225";"Grebstad";"Sunniva";"1957-8-10";"Røreks gate 115";"";"";""
"13226";"Mathisen";"Leah";"1983-18-9";"Langnesveien 239";"";"";""
"13227";"Davidsen";"Alma";"1944-11-6";"Folke Bernadottes gate 12";"";"";""
"13228";"Torgersen";"Tirill";"1959-23-1";"Nordeidåsen 89";"";"";""
"13229";"Sjøberg";"Joseph";"1949-18-12";"Hjortsbergveien 236";"";"";""
"13230";"Tornes";"Dennis";"1954-2-1";"Valbysteinveien 30";"";"";""
"13231";"Tande";"Elisa";"1942-28-2";"Blåveisstien 43";"";"";""
"13232";"Magnus";"Rebekka";"1950-8-6";"Hjortefaret 75";"";"";""
"13233";"Rognlien";"Leah";"1942-6-8";"Sibberns gate 8";"";"";""
"13234";"Moldestad";"Nikolai";"1969-13-3";"Torkesvingen 53";"";"";""
"13235";"Olaussen";"Liv";"1968-14-7";"Ringgata 41";"";"";""
"13236";"Larsen";"Lucia";"1980-29-3";"Store Prestrudveg 23";"";"";""
"13237";"Kristoffersen";"Ilyas";"1948-24-11";"Amagerveien 186";"";"";""
"13238";"Tysnes";"Nicolai";"1958-4-2";"Sollivegen 83";"";"";""
"13239";"Henriksen";"Tobias";"1963-27-12";"Lyngveien 146";"";"";""
"13240";"Helland";"Lisa";"1967-29-6";"Bøkeveien 219";"";"";""
"13241";"Torp";"Erlend";"1991-22-9";"Lensmannsveien 129";"";"";""
"13242";"Grytten";"Lotte";"1970-29-12";"Øvre Mastemyr 34";"";"";""
"13243";"Gundersen";"Stine";"1969-27-8";"Hans Andersensvei 5";"";"";""
"13244";"Haugland";"Mathilde";"1960-28-6";"Remavegen 43";"";"";""
"13245";"Andresen";"Isabelle";"1975-3-11";"Oppegårdgata 220";"";"";""
"13246";"Eriksen";"Lukas";"1975-17-7";"Bråtenveien 203";"";"";""
"13247";"Karlsen";"Ulrikke";"1949-15-10";"Kolleveien 174";"";"";""
"13248";"Jensen";"Maia";"1949-20-12";"Sunnlandsvegen 39";"";"";""
"13249";"Nilsen";"Elias";"1942-10-2";"Bersagelveien 78";"";"";""
"13250";"Bakka";"Mateo";"1998-21-4";"Håvåsen 173";"";"";""
"13251";"Gabrielsen";"Tonje";"1990-17-10";"Ekerudkroken 34";"";"";""
"13252";"Nygård";"Luna";"1948-1-7";"Rummelhoffsmauet 154";"";"";""
"13253";"Eilertsen";"Ida";"1970-1-10";"Trana allé 166";"";"";""
"13254";"Berge";"Leander";"1984-21-10";"Korsvollbakken 2";"";"";""
"13255";"Nilsen";"Hanna";"1938-9-11";"Smørsteinåsen 68";"";"";""
"13256";"Martinsen";"Jan";"1954-14-3";"Grindøyvegen 116";"";"";""
"13257";"Nordahl";"Neo";"1947-26-6";"Nybyen 37";"";"";""
"13258";"Bårdsen";"Kamilla";"1960-6-12";"Meheiavegen 28";"";"";""
"13259";"Johansen";"Philip";"1960-9-5";"Tiriltunga 250";"";"";""
"13260";"Sharif";"Mina";"1971-19-7";"Sopphatten 35";"";"";""
"13261";"Bråten";"William";"1966-14-10";"Seterveien 44";"";"";""
"13262";"Isaksen";"Theodor";"1980-12-7";"Stallaveien 158";"";"";""
"13263";"Hansen";"Vera";"1944-6-9";"Gamle Kirkeplass 178";"";"";""
"13264";"Ravnås";"Matas";"1947-13-3";"Nedre Fritzøegate 143";"";"";""
"13265";"Randen";"Markus";"1975-21-1";"John Brandts vei 168";"";"";""
"13266";"Hammer";"Greta";"1979-10-10";"Kongeveien 181";"";"";""
"13267";"Holen";"Selmer";"1942-12-2";"Broveien 182";"";"";""
"13268";"Hagen";"Elea";"1935-13-11";"Fuglevik Indre 116";"";"";""
"13269";"Rygh";"Mohammed";"1991-16-1";"Lauvåsbakken 7";"";"";""
"13270";"Tangen";"Mira";"1958-26-8";"Jektveien 250";"";"";""
"13271";"Thoresen";"Marcus";"1964-18-9";"Ingeborg Torstejnsons veg 117";"";"";""
"13272";"Bøe";"Lotte";"1954-31-12";"Kallrustadskauen 18";"";"";""
"13273";"Mazur";"Isabella";"1954-16-12";"Gjerdevegen 239";"";"";""
"13274";"Wold";"Daniel";"1997-3-10";"Berganvegen 229";"";"";""
"13275";"Eide";"Maja";"1935-26-6";"Hannibalveien 148";"";"";""
"13276";"Mustafa";"Elvira";"1971-25-4";"Lensmannstunet 44";"";"";""
"13277";"Melhus";"Adrian";"1985-10-8";"Øvre Frednes veg 102";"";"";""
"13278";"Strømberg";"Malin";"1951-8-7";"Amalie Skrams vei 186";"";"";""
"13279";"Molstad";"Celine";"1937-13-7";"Fisketorget 120";"";"";""
"13280";"Gjengstø";"August";"1933-23-9";"Kongsstien 196";"";"";""
"13281";"Midtun";"Aaron";"1962-9-10";"Soelvolds vei 161";"";"";""
"13282";"Johansen";"Milo";"1980-11-7";"Matthias Skyttersvei 219";"";"";""
"13283";"Pedersen";"Albert";"1963-2-7";"Smedveien 197";"";"";""
"13284";"Johansen";"Benjamin";"1943-20-7";"Synnøves veg 85";"";"";""
"13285";"Lund";"Sindre";"1983-13-5";"Patruljestien 101";"";"";""
"13286";"Lie";"Simon";"1967-23-11";"Sandskargata 165";"";"";""
"13287";"Myking";"Karoline";"1980-30-1";"Lersolveien 129";"";"";""
"13288";"Olsen";"Marius";"1991-18-10";"Prost Stabels vei 12";"";"";""
"13289";"Ellingsen";"Rikke";"1974-26-3";"Midtveien 108";"";"";""
"13290";"Tømte";"Jonas";"1933-26-7";"Gravarverket 86";"";"";""
"13291";"Johansen";"Hanna";"1967-25-2";"Hans Kleppens veg 34";"";"";""
"13292";"Fjeldstad";"David";"1936-15-3";"Elveplassen 110";"";"";""
"13293";"Vatne";"Herman";"1941-20-7";"Conradis gate 126";"";"";""
"13294";"Jama";"Ella";"1996-26-3";"Håkon Håkonsons gate 157";"";"";""
"13295";"Karlsen";"Andreas";"1952-1-10";"Lokenvegen 2";"";"";""
"13296";"Hay";"Ingvild";"1998-3-10";"Buolamahaugen 202";"";"";""
"13297";"Aarskog";"Liam";"1959-27-2";"Heimdalveien 75";"";"";""
"13298";"Bjørgum";"Ina";"1999-25-3";"Skippergata 227";"";"";""
"13299";"Ruud";"Einar";"1944-9-12";"Raset 10";"";"";""
"13300";"Haugen";"Lukas";"1976-17-12";"Dr. Bryns vei 93";"";"";""
"13301";"Jensen";"Nora";"1998-9-3";"Sjekteveien 180";"";"";""
"13302";"Petersen";"Alexander";"1950-2-5";"Nordens gate 241";"";"";""
"13303";"Egge";"Emrik";"1991-6-11";"Gjetveita 71";"";"";""
"13304";"Stokke";"Mathias";"1997-18-1";"Remavegen 69";"";"";""
"13305";"Erikstad";"Victoria";"1989-4-12";"Felttogsveien 227";"";"";""
"13306";"Gundersen";"Thea";"1975-4-1";"Snefjellåveien 95";"";"";""
"13307";"Hildre";"Louis";"1968-1-9";"Tåsengata 68";"";"";""
"13308";"Eriksen";"Malin";"1992-7-11";"Parelius gate 66";"";"";""
"13309";"Eie";"Anea";"1959-16-1";"Nedre Nordbergveien 122";"";"";""
"13310";"Moberg";"Oliver";"1948-25-2";"Gjøstivegen 47";"";"";""
"13311";"Børresen";"Silja";"1963-1-4";"Rypeveien 100";"";"";""
"13312";"Gabrielsen";"Kevin";"1949-24-8";"Huitfeldts gate 250";"";"";""
"13313";"Hagen";"Michelle";"1992-7-9";"Glimmerveien 126";"";"";""
"13314";"Lyngstad";"Kaja";"1964-18-9";"Vikanetoppen 5";"";"";""
"13315";"Thomsen";"Emily";"1955-18-2";"Sidselsrudvegen 44";"";"";""
"13316";"Bjørge";"Lykke";"1949-24-7";"Sollia 189";"";"";""
"13317";"Evensen";"Johannes";"1996-25-4";"Østgårdveien 45";"";"";""
"13318";"Larsen";"Theodor";"1987-24-12";"Torggata 12";"";"";""
"13319";"Ødegård";"Dorthea";"1939-15-9";"Eikjehammervegen 50";"";"";""
"13320";"Begum";"Emilie";"1949-27-11";"Hans M Gystads veg 74";"";"";""
"13321";"Johansen";"Emily";"1957-26-12";"Roald Amundsens vei 110";"";"";""
"13322";"Myrene";"Benedicte";"1980-16-5";"Stavdalvegen 82";"";"";""
"13323";"Hodneland";"Frida";"1955-14-11";"Nordahl Rolfsens vei 212";"";"";""
"13324";"Engebretsen";"Brage";"1943-14-2";"Ludvig Karstens vei 65";"";"";""
"13325";"Høie";"Andrine";"1981-8-12";"Ytre Sandgate 82";"";"";""
"13326";"Hanssen";"Henrik";"1957-20-6";"Kombinertkroken 64";"";"";""
"13327";"Kaspersen";"Eirill";"1939-25-6";"Granvegen 89";"";"";""
"13328";"Andersen";"Lucas";"1969-20-4";"Myrdalshovden 94";"";"";""
"13329";"Larsen";"William";"1935-19-11";"Myrullveien 43";"";"";""
"13330";"Lofthus";"Liam";"2000-13-3";"Karsevegen 124";"";"";""
"13331";"Kvernberg";"Nathaniel";"1971-22-11";"Høgslundveien 172";"";"";""
"13332";"Husebø";"Tuva";"1990-1-8";"Brudeholmvegen 177";"";"";""
"13333";"Prytz";"Hans";"1935-14-6";"Jon Simonssons vei 68";"";"";""
"13334";"Hansen";"Mie";"1965-22-12";"Fuglsetbakken 69";"";"";""
"13335";"Pettersen";"Isa";"1936-8-3";"Skogvangen 38";"";"";""
"13336";"Pedersen";"Emma";"1935-20-12";"Bjørnåsvegen 151";"";"";""
"13337";"Lilleberg";"Linn";"1964-21-11";"Buen 229";"";"";""
"13338";"Olsen";"Emelie";"1940-14-3";"Gimleveien 105";"";"";""
"13339";"Kolstad";"Elias";"1949-25-10";"Kampestadveien 175";"";"";""
"13340";"Eliassen";"Malin";"1975-25-1";"Sæterenga 59";"";"";""
"13341";"Nilsen";"Emilie";"1991-22-9";"Haslebakken 34";"";"";""
"13342";"Støle";"Marit";"1996-25-4";"Stenholts vei 226";"";"";""
"13343";"Hellum";"Leo";"1950-9-11";"Klev 201";"";"";""
"13344";"Stensland";"Louise";"1945-8-3";"Ørakerveien 225";"";"";""
"13345";"Myrvang";"Ida";"1938-17-5";"Mørchs vei 222";"";"";""
"13346";"Halvorsen";"Sander";"1947-14-5";"Ulasvingen 176";"";"";""
"13347";"Krogstad";"Victoria";"1991-11-1";"Follogata 33";"";"";""
"13348";"Elvenes";"Elise";"1952-10-9";"Kroken 51";"";"";""
"13349";"Sandberg";"Pelle";"1972-2-6";"An-Magritts vei 187";"";"";""
"13350";"Egeland";"Karla";"1988-27-8";"Borgenveien 129";"";"";""
"13351";"Tveit";"Ida";"1982-24-6";"Måltrostveien 211";"";"";""
"13352";"Henden";"Rebecca";"1960-25-5";"Tyttebærveien 139";"";"";""
"13353";"Solvang";"Josefine";"1938-16-9";"Granlia 131";"";"";""
"13354";"Sellevold";"Magnus";"1990-25-4";"Eikeveien 202";"";"";""
"13355";"Vik";"Jon";"1943-28-9";"Nøklebytoppen 110";"";"";""
"13356";"Svendsen";"Noah";"1985-27-3";"Bekkelikroken 72";"";"";""
"13357";"Gustad";"Olav";"1995-18-1";"Parkenga 192";"";"";""
"13358";"Svendsen";"Iselin";"1986-10-5";"Blomstervegen 35";"";"";""
"13359";"Aasheim";"Ellen";"1946-19-12";"Frøys vei 119";"";"";""
"13360";"Myklebust";"Emil";"1960-11-7";"Norddalsveien 13";"";"";""
"13361";"Bekkelund";"Aron";"1971-15-10";"Falck Ytters gate 53";"";"";""
"13362";"Hamid";"Louise";"1993-2-3";"Marienlystvegen 119";"";"";""
"13363";"Olsen";"Einar";"1939-12-3";"Mostuveien 87";"";"";""
"13364";"Ulstein";"Cornelius";"1985-8-8";"Eldfiskbakken 178";"";"";""
"13365";"Eriksen";"Niclas";"1974-15-2";"Birkebeinergata 156";"";"";""
"13366";"Ingebrigtsen";"Alexandra";"1955-23-1";"Gimle terrasse 36";"";"";""
"13367";"Nilsen";"Anne";"1950-5-4";"Frederik Rodes veg 77";"";"";""
"13368";"Strand";"Lilje";"1996-8-11";"Admiral Hammerichs vei 79";"";"";""
"13369";"Ali";"Lucia";"1963-24-1";"Fjellskaret 26";"";"";""
"13370";"Johnsen";"Celina";"1969-15-4";"Killinglandveien 212";"";"";""
"13371";"Skarstein";"David";"2000-1-3";"Cappelens gate 76";"";"";""
"13372";"Shala";"Fride";"1976-27-1";"Nesveien 176";"";"";""
"13373";"Johansen";"Benjamin";"1977-15-9";"Karussveien 133";"";"";""
"13374";"Jonsson";"Matas";"1948-7-7";"St Halvards vei 219";"";"";""
"13375";"Egeland";"Oscar";"1977-18-2";"Sildvikveien 231";"";"";""
"13376";"Steen";"Eirik";"1991-16-9";"Paul Bjørviks gate 130";"";"";""
"13377";"Nilsen";"Astrid";"1998-11-1";"Grågåsveien 7";"";"";""
"13378";"Wollan";"Håvard";"1941-20-7";"Frivold terrasse 167";"";"";""
"13379";"Larsen";"Ludvig";"1997-15-6";"Øvre Goslia 128";"";"";""
"13380";"Kvalheim";"Syver";"1994-24-1";"Nøttveitveien 226";"";"";""
"13381";"Myhre";"Magnus";"1988-8-9";"Nybøle 178";"";"";""
"13382";"Nyhus";"Jon";"1970-7-9";"Kurlandveien 28";"";"";""
"13383";"Nylund";"Lara";"1933-21-10";"Bråtenlia 32";"";"";""
"13384";"Tvedt";"Iben";"1969-30-6";"Gisles vei 147";"";"";""
"13385";"Aasheim";"Michelle";"1934-4-1";"Hylleveien 199";"";"";""
"13386";"Helseth";"Eline";"1992-4-12";"Henrik Sørensens gate 200";"";"";""
"13387";"Ødegård";"Åsmund";"1946-26-7";"Rønningmyra 160";"";"";""
"13388";"Pedersen";"Joel";"1950-16-3";"Mailundveien 162";"";"";""
"13389";"Sande";"Julian";"1933-17-8";"Hegreveien 85";"";"";""
"13390";"Johansen";"Gustav";"1963-18-7";"Perleveien 88";"";"";""
"13391";"Hansen";"Daniel";"1947-10-11";"Vearløkka 112";"";"";""
"13392";"Olsen";"Hennie";"1993-9-4";"Angellhaugen 220";"";"";""
"13393";"Hustad";"Sander";"1935-30-5";"Geita 97";"";"";""
"13394";"Solheim";"Julie";"1956-20-12";"Skogstien 52";"";"";""
"13395";"Lopez";"Pia";"1965-4-10";"Vår Frue Strete 79";"";"";""
"13396";"Johansen";"Tallak";"1988-14-8";"Lensmannsfjellet 223";"";"";""
"13397";"Hansen";"Alma";"1974-5-9";"Lagmann Dreyers gate 54";"";"";""
"13398";"Robertsen";"Jakob";"1997-10-11";"Strandgaten 168";"";"";""
"13399";"Sørensen";"Amalie";"1991-25-8";"Jomarka 56";"";"";""
"13400";"Furu";"Sigrid";"1995-10-3";"Hansteens gate 68";"";"";""
"13401";"Bråten";"Jon";"1935-21-5";"Furuveien 228";"";"";""
"13402";"Pettersen";"Simon";"1940-8-3";"Martin Larsens vei 44";"";"";""
"13403";"Hagen";"Bertine";"1972-14-9";"Garverigata 177";"";"";""
"13404";"Andersen";"Nora";"1981-12-8";"Grønvoldsmoen 51";"";"";""
"13405";"Hjelm";"Sebastian";"1945-1-3";"Sveins Gate 186";"";"";""
"13406";"Moen";"Amandus";"1940-7-11";"Turkisvegen 152";"";"";""
"13407";"Leite";"Thomas";"1943-23-8";"Nordre Lensmannsveg 244";"";"";""
"13408";"Haugvaldstad";"Fredrik";"1965-16-7";"Kiellandsstien 241";"";"";""
"13409";"Hansen";"Jonas";"1956-25-7";"Ekeveien 145";"";"";""
"13410";"Svenning";"Oda";"1963-28-9";"Heiloveien 224";"";"";""
"13411";"Ahmed";"Ludvig";"1963-14-6";"Olderdalen 15";"";"";""
"13412";"Jacobsen";"Sigrid";"1977-14-12";"Orrebrotet 123";"";"";""
"13413";"Arnesen";"Isak";"1954-19-6";"Rugdeneset 237";"";"";""
"13414";"Hollund";"Aleksander";"1962-16-1";"Fjellstien (Hasle) 229";"";"";""
"13415";"Lea";"Iqra";"1936-10-7";"Heggesåsen 213";"";"";""
"13416";"Apeland";"Karl";"1972-1-12";"Torstadåsen 243";"";"";""
"13417";"Torvund";"Carina";"1941-22-12";"Sagavegen 132";"";"";""
"13418";"Ekroll";"Cecilie";"1976-6-11";"Saltlagervegen 142";"";"";""
"13419";"Dinh";"Martine";"1976-19-9";"Kvistveien 144";"";"";""
"13420";"Krogh";"Vår";"1977-22-11";"Fjellklangveien 72";"";"";""
"13421";"Sørensen";"Jakob";"1935-27-4";"Sommarfjøsveien 164";"";"";""
"13422";"Johnsen";"Jakob";"1982-24-12";"Skytterbråtveien 163";"";"";""
"13423";"Karlsen";"Saga";"1975-15-1";"Skoanveien 214";"";"";""
"13424";"Berge";"Maren";"1948-25-11";"Torbjørns vei 12";"";"";""
"13425";"Ørmen";"William";"1992-17-7";"Tors gate 200";"";"";""
"13426";"Tverå";"Aksel";"1966-23-4";"Knarrdalsgate 202";"";"";""
"13427";"Olsen";"Peder";"1941-10-1";"Strongalio 118";"";"";""
"13428";"Hermansen";"Alma";"1963-14-4";"Framnesbukta 211";"";"";""
"13429";"Bøe";"Nina";"1984-29-7";"Rabbeveien 79";"";"";""
"13430";"Jama";"Celine";"1963-5-4";"Harestien 107";"";"";""
"13431";"Karlsen";"Oskar";"1962-25-10";"Brakeveien 112";"";"";""
"13432";"Skåre";"Linea";"1935-5-1";"Jernbanegata 74";"";"";""
"13433";"Johannessen";"Aline";"1985-2-1";"Halvdans gate 136";"";"";""
"13434";"Orvik";"Angelica";"1975-25-4";"Fagerstølveien 176";"";"";""
"13435";"Nilsen";"Daniel";"1971-10-6";"Fridthjov Anderssens vei 236";"";"";""
"13436";"Bjørke";"Yara";"1970-23-11";"Norheimsveien 238";"";"";""
"13437";"Øye";"Julia";"1951-12-9";"Balders vei 111";"";"";""
"13438";"Kjøsnes";"Aksel";"1992-8-2";"Myrbakkveien 137";"";"";""
"13439";"Berg";"Einar";"1984-22-10";"Teknikergata 244";"";"";""
"13440";"Juell";"Adriana";"1987-24-9";"Stavlundstrøen 136";"";"";""
"13441";"Welle";"Liam";"1942-14-4";"Rensvikbanen 8";"";"";""
"13442";"Fløtre";"Anne";"1952-2-6";"Holtbekkveien 62";"";"";""
"13443";"Hoel";"Linnea";"1992-4-3";"Karl Bustnes vei 21";"";"";""
"13444";"Strand";"Brage";"1956-9-2";"Donevikveien 155";"";"";""
"13445";"Orvik";"Trym";"1948-18-8";"Prestegårdsvegen 242";"";"";""
"13446";"Johnsen";"Marina";"1974-30-7";"Ole Bulls plass 147";"";"";""
"13447";"Bjerknes";"Karsten";"1966-4-1";"Kipo 49";"";"";""
"13448";"Rolland";"William";"1979-20-5";"Reitanstien 107";"";"";""
"13449";"Mathisen";"Christoffer";"1965-22-10";"Nygata 58";"";"";""
"13450";"Bergan";"Zuzanna";"1982-15-4";"Bjerkeveien 139";"";"";""
"13451";"Bø";"Jakob";"1976-22-12";"Høgåsvegen 17";"";"";""
"13452";"Aasen";"Julie";"1958-14-3";"Finnemanns plass 60";"";"";""
"13453";"Olsen";"Yosef";"1992-9-6";"Røslyngveien 218";"";"";""
"13454";"Bøhler";"Anna";"1987-15-6";"Sørholtvegen 190";"";"";""
"13455";"Johnsen";"Ivan";"1972-10-9";"Hulveien 128";"";"";""
"13456";"Wangen";"Filip";"1975-7-3";"Nedre Sjetnhaugan 141";"";"";""
"13457";"Hareide";"Emil";"1988-22-12";"Kisgruveveien 244";"";"";""
"13458";"Størseth";"Andreas";"1937-19-1";"Stormyrvegen 130";"";"";""
